"kobo_farmer_id","country","sheet_id","index","name_question","name_choice","module","theme","indicator","label_choice","label_question","type","type_question","list_name","name_question_recla","parent_table_name","parent_index","score_agroecology_module","label_score_agroecology_module"
273676899,"zimbabwe","Final HOLPA_Zimbabwe_Household",45,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
273701713,"zimbabwe","Final HOLPA_Zimbabwe_Household",50,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
273732786,"zimbabwe","Final HOLPA_Zimbabwe_Household",51,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
273732999,"zimbabwe","Final HOLPA_Zimbabwe_Household",52,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
273782166,"zimbabwe","Final HOLPA_Zimbabwe_Household",54,"_2_10_1_1","3","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"3","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter."
273785039,"zimbabwe","Final HOLPA_Zimbabwe_Household",56,"_2_10_1_1","4","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"4","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter."
273785070,"zimbabwe","Final HOLPA_Zimbabwe_Household",57,"_2_10_1_1","4","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"4","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter."
273785077,"zimbabwe","Final HOLPA_Zimbabwe_Household",58,"_2_10_1_1","4","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"4","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter."
273954914,"zimbabwe","Final HOLPA_Zimbabwe_Household",62,"_2_10_1_1","4","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"4","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter."
273955062,"zimbabwe","Final HOLPA_Zimbabwe_Household",64,"_2_10_1_1","2","agroecology","4_animal_health","4_animal_health","Animals suffer periodically/seasonally from hunger and thirst, stress or diseases, and are slaughtered without avoiding unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"2","Animals suffer periodically/seasonally from hunger and thirst, stress or diseases, and are slaughtered without avoiding unnecessary pain."
273955485,"zimbabwe","Final HOLPA_Zimbabwe_Household",66,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
273955747,"zimbabwe","Final HOLPA_Zimbabwe_Household",68,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
273957322,"zimbabwe","Final HOLPA_Zimbabwe_Household",71,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
273962095,"zimbabwe","Final HOLPA_Zimbabwe_Household",72,"_2_10_1_1","3","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"3","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter."
273964205,"zimbabwe","Final HOLPA_Zimbabwe_Household",74,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
273981044,"zimbabwe","Final HOLPA_Zimbabwe_Household",78,"_2_10_1_1","3","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"3","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter."
274044677,"zimbabwe","Final HOLPA_Zimbabwe_Household",80,"_2_10_1_1","3","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"3","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter."
274044701,"zimbabwe","Final HOLPA_Zimbabwe_Household",81,"_2_10_1_1","1","agroecology","4_animal_health","4_animal_health","Animals suffer from hunger and thirst, stress and diseases all year long, and are slaughtered without avoiding unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"1","Animals suffer from hunger and thirst, stress and diseases all year long, and are slaughtered without avoiding unnecessary pain."
274044729,"zimbabwe","Final HOLPA_Zimbabwe_Household",82,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
274044776,"zimbabwe","Final HOLPA_Zimbabwe_Household",83,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
274044785,"zimbabwe","Final HOLPA_Zimbabwe_Household",84,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
274090924,"zimbabwe","Final HOLPA_Zimbabwe_Household",85,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
274119031,"zimbabwe","Final HOLPA_Zimbabwe_Household",86,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
274119079,"zimbabwe","Final HOLPA_Zimbabwe_Household",87,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
274119136,"zimbabwe","Final HOLPA_Zimbabwe_Household",88,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
274119263,"zimbabwe","Final HOLPA_Zimbabwe_Household",89,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
274179682,"zimbabwe","Final HOLPA_Zimbabwe_Household",94,"_2_10_1_1","4","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"4","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter."
274240765,"zimbabwe","Final HOLPA_Zimbabwe_Household",97,"_2_10_1_1","3","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"3","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter."
274272276,"zimbabwe","Final HOLPA_Zimbabwe_Household",99,"_2_10_1_1","4","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"4","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter."
274287150,"zimbabwe","Final HOLPA_Zimbabwe_Household",101,"_2_10_1_1","5","agroecology","4_animal_health","4_animal_health","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain."
274573130,"zimbabwe","Final HOLPA_Zimbabwe_Household",103,"_2_10_1_1","4","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"4","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter."
274575514,"zimbabwe","Final HOLPA_Zimbabwe_Household",104,"_2_10_1_1","3","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"3","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter."
274575712,"zimbabwe","Final HOLPA_Zimbabwe_Household",105,"_2_10_1_1","4","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"4","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter."
274576250,"zimbabwe","Final HOLPA_Zimbabwe_Household",106,"_2_10_1_1","3","agroecology","4_animal_health","4_animal_health","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.","Are the animals of your farm healthy and happy?","select_one 2_10_1_1","select_one","2_10_1_1","_2_10_1_1",NA,NA,"3","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter."
